"Periodo","Trimestre móvil cronológico","Poblacion total GEIH DANE","Poblacion en edad de trabajar","Fuerza de trabajo","Ocupados","Desocupados","Poblacion fuera de la fuerza laboral","Subocupados","Fuerza de trabajo potencial","Ocupados  asalariados","Ocupados no asalariados","Total informales DANE ","Porcentaje poblacion en edad de trabajar","Tasa global de participacion","Tasa de ocupacion","Tasa de desocupacion","Tasa de subocupados","Tasa ocupados asalariados","Tasa ocupados  no asalariados","Tasa fuerza potencial de trabajo","Tasa  de informalidad DANE ","COMPRAVENTAS","PIB a precios corrientes","PIB a precios constantes del 2015","Variación anual precios constantes 2015 ","Variacion trimestral precios constantes 2015","Variacion anual precios corrientes","Variacion trimestral precios corrientes","No CONTRIBUYENTES","VALOR APORTE VOLUNTARIO","Salario Mínimo","Variación vs año anterior","Casas (Variacion Anual)","Apartamentos (Variacion Anual)"
"2021","4.00","7837040.67","6390563.67","4230061.00","3642759.33","587301.00","2160502.67","175023.00","206377.33","2404703.43","1238055.91","1193350.27","81.54","66.19","57.00","13.88","4.14","66.01","33.99","33.81","32.76","10476.00","27275.26","21010.56","4.13","1.24","6.28","2.08","","","908526.00","0.04","","8.67"
"2021","4.00","7842471.67","6396854.67","4264661.67","3659342.33","605318.67","2132193.00","210970.00","232997.33","2504673.24","1154669.09","1209097.00","81.57","66.67","57.21","14.19","4.95","68.45","31.55","33.33","33.04","11056.00","27275.26","21010.56","4.13","1.24","6.28","2.08","","","908526.00","0.04","","8.67"
"2022","1.00","7847707.67","6402928.67","4334449.67","3701409.67","633039.67","2068479.00","229230.00","236858.00","2545898.17","1155511.50","1253049.76","81.59","67.69","57.81","14.60","5.29","68.78","31.22","32.31","33.85","8620.00","28482.65","21364.36","3.70","0.56","6.40","1.48","","","1000000.00","0.10","","9.19"
"2022","1.00","7852885.33","6408935.67","4328899.00","3783731.67","545167.00","2080036.67","241871.33","248400.00","2598116.44","1185615.23","1331527.09","81.61","67.54","59.04","12.59","5.59","68.67","31.33","32.46","35.19","10732.00","28482.65","21364.36","3.70","0.56","6.40","1.48","","","1000000.00","0.10","","9.19"
"2022","1.00","7857974.00","6414831.67","4315602.00","3819123.33","496478.67","2099229.67","201996.67","218918.00","2572240.63","1246882.70","1370626.77","81.63","67.28","59.54","11.50","4.68","67.35","32.65","32.72","35.89","11498.00","28482.65","21364.36","3.70","0.56","6.40","1.48","","","1000000.00","0.10","","9.19"
"2022","2.00","7863228.00","6420902.33","4296498.33","3818291.00","478207.33","2124404.00","216136.00","193605.67","2539254.29","1279036.71","1350118.82","81.66","66.91","59.47","11.13","5.03","66.50","33.50","33.09","35.36","9713.00","29542.08","21753.50","5.09","0.61","8.30","1.24","","","1000000.00","0.10","","9.64"
"2022","2.00","7868443.00","6426901.33","4259608.00","3783140.00","476468.33","2167293.33","217165.33","170630.00","2488997.32","1294142.68","1350196.02","81.68","66.28","58.86","11.19","5.10","65.79","34.21","33.72","35.69","11520.00","29542.08","21753.50","5.09","0.61","8.30","1.24","","","1000000.00","0.10","","9.64"
"2022","2.00","7873752.67","6432977.67","4242449.00","3767344.67","475104.33","2190528.67","242802.00","191051.67","2535364.75","1231979.92","1290675.04","81.70","65.95","58.56","11.20","5.72","67.30","32.70","34.05","34.26","11008.00","29542.08","21753.50","5.09","0.61","8.30","1.24","","","1000000.00","0.10","","9.64"
"2022","3.00","7879110.33","6439075.67","4280243.67","3849102.67","431141.00","2158832.00","264013.33","203412.33","2571360.49","1277742.17","1360847.69","81.72","66.47","59.78","10.07","6.17","66.80","33.20","33.53","35.35","10559.00","30344.76","22009.05","2.89","0.39","6.06","0.91","","","1000000.00","0.10","","8.33"
"2022","3.00","7884515.67","6445201.00","4292863.33","3881889.67","410973.67","2152337.67","283981.00","216237.67","2607302.12","1274587.55","1381860.03","81.75","66.61","60.23","9.57","6.62","67.17","32.83","33.39","35.60","12759.00","30344.76","22009.05","2.89","0.39","6.06","0.91","","","1000000.00","0.10","","8.33"
"2022","3.00","7889963.33","6451353.67","4328229.00","3933267.33","394961.67","2123124.67","293973.67","211266.00","2637999.69","1295267.65","1396648.53","81.77","67.09","60.97","9.13","6.79","67.07","32.93","32.91","35.51","12191.00","30344.76","22009.05","2.89","0.39","6.06","0.91","","","1000000.00","0.10","","8.33"
"2022","4.00","7895386.33","6457466.67","4304413.67","3881182.67","423231.00","2153053.00","282102.67","226597.00","2654123.88","1227058.79","1284584.52","81.79","66.66","60.10","9.83","6.55","68.38","31.62","33.34","33.10","11085.00","30716.71","21802.82","1.26","-0.31","4.21","0.41","","","1000000.00","0.10","","9.12"
"2022","4.00","7900897.00","6463675.33","4352237.33","3829065.33","523172.00","2111438.00","279912.67","251080.67","2649526.91","1179538.42","1213613.98","81.81","67.33","59.24","12.02","6.43","69.20","30.80","32.67","31.69","10819.00","30716.71","21802.82","1.26","-0.31","4.21","0.41","","","1000000.00","0.10","","9.12"
"2022","4.00","7906431.00","6469913.67","4361246.67","3798227.67","563019.00","2108667.00","294308.33","242646.33","2577025.94","1221201.73","1244124.92","81.83","67.41","58.71","12.91","6.75","67.85","32.15","32.59","32.76","12964.00","30716.71","21802.82","1.26","-0.31","4.21","0.41","","","1000000.00","0.10","","9.12"
"2023","1.00","7911861.33","6476046.00","4423288.33","3867894.00","555394.00","2052757.67","292487.33","216821.00","2627386.40","1240507.60","1290156.94","81.85","68.30","59.73","12.56","6.61","67.93","32.07","31.70","33.36","6385.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","","8.74"
"2023","1.00","7917302.33","6482207.67","4423998.67","3949327.33","474671.00","2058209.00","317738.67","202516.33","2629679.75","1319647.58","1310519.11","81.87","68.25","60.93","10.73","7.18","66.59","33.41","31.75","33.18","10228.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","","8.74"
"2023","1.00","7922687.33","6488332.00","4451764.33","3972327.33","479436.67","2036567.67","301826.67","206599.33","2697175.62","1275151.71","1302816.83","81.90","68.61","61.22","10.77","6.78","67.90","32.10","31.39","32.80","9490.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","","8.74"
"2023","2.00","","","","","","","","","","","","","","","","","","","","","7616.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","",""
"2023","2.00","","","","","","","","","","","","","","","","","","","","","9350.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","",""
"2023","2.00","","","","","","","","","","","","","","","","","","","","","750.00","32028.90","22032.58","1.04","0.35","4.15","1.42","","","1160000.00","0.16","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
